response_catalog_id|response_catalog_description|response_type_cd|response_catalog_header|severity_cd
41684|You have not reported a calibration standard data record that was active during the evaluation period for [key].  Beginning 1/1/2009, you will need to report this record.|CHECK||
41687|"You reported in AdjustedHourlyValue of less than 1 in the DHV record for [param].  You must report a minimum heat input of 1 and a MODCCode of ""26""."|CHECK||
41694|You did not report a valid prior [max]-level flow RATA for [key].  An invalid RATA with TestNumber [invtestnum] was ignored.|CHECK||
41695|You did not report a valid prior [max]-level flow RATA for [key].|CHECK||
41696|The prior [max]-level flow RATA for [key] with TestNumber [maxtestnum] was aborted.  An invalid RATA with TestNumber [invtestnum] was ignored.|CHECK||
41698|The prior [max]-level flow RATA for [key] with TestNumber [maxtestnum] has expired.  An invalid RATA with TestNumber [invtestnum] was ignored.|CHECK||
41699|The prior [max]-level flow RATA for [key] with TestNumber [maxtestnum] failed.  An invalid RATA with TestNumber [invtestnum] was ignored.|CHECK||
41704|A prior RATA with TestNumber [alttestnum] for MonitoringSystemID [altsys] was aborted, so [key], which contains a component that is also in the former system, is out-of-control.|CHECK||
41705|A prior RATA with TestNumber [alttestnum] for MonitoringSystemID [altsys] has critical errors, so [key], which contains a component that is also in the former system, is out-of-control.|CHECK||
41706|A prior RATA with TestNumber [alttestnum] for MonitoringSystemID [altsys] failed, so [key], which contains a component that is also in the former system, is out-of-control.|CHECK||
41712|The test was conducted at the same time as another Gas Flow Meter Calibration test.|CHECK||
41734|You did not report TestFrequencyCode, which is a required field.  If you can't determine the test frequency because you have not yet performed tests at all locations in the monitoring configuration, you may submit this test, but you will need to resubmit it with the TestFrequencyCode once you are able to determine its value.|CHECK||
41736|You did not report an active HGM LME method for the location in your monitoring plan.|CHECK||
41749|You reported a TestFrequencyCode of '2QTRS', but, based on the maximum potential Hg mass for this configuration as calculated by the software, this location may qualify for the reduced test frequency.|CHECK||
41332|The DefaultValue reported in the active SO2R F23 default record in your monitoring plan is invalid.|CHECK||
41357|The MaximumFuelFlowRate reported in the active System Fuel Flow record for MonitoringSystemID [ID] in your monitoring plan is invalid.|CHECK||
41360|The VolumetricFlowRate reported in the HFF record for FuelCode [fuelcd] is invalid.|CHECK||
41368|You did not report an HPFF record for [parameter] for FuelCode [fuelcd] for the hour.|CHECK||
41402|Warning:  The UnadjustedHourlyValue reported in the MHV record for [param] is lower than the minimum value listed in the monitoring plan.  Sources are required to periodically (at least once annually) evaluate the appropriateness of these minimum values in the monitoring plan and make proper adjustments when necessary.  Adjustments may include the need to update Default values.  You should investigate the cause of these low values and determine whether adjustments to your monitoring systems or monitoring plan are necessary.|CHECK||
41413|The [fieldname] reported in the Daily Emissions record for [param] is invalid.  The value must be greater than or equal to 0.|CHECK||
41464|One or more fuel codes in the FuelCodeList [fuels] for Unit [ID] on Date [date] Hour [hour] is not a valid gas or oil fuel code.  The value in the FuelCodeList was not imported.|IMPORT||
41465|You have not reported an active HIT method in your monitoring plan for at least one monitoring location in the configuration.|CHECK||
41466|You have not reported an active LMEA or LMES qualification record for this configuration in your monitoring plan.|CHECK||
41467|You have not reported an active LMEA qualification record for this configuration in your monitoring plan, but the reporting period is the first or fourth quarter.  Only annual LME units should report in the first or fourth quarter.|CHECK||
41506|You have reported a LongTermFuelFlow record for [key], which has an inappropriate system type.  This record was not imported.|CHECK||
41526|The AdjustedHourlyValue in the DHV record for [param] could not be recalculated, because you did not report a FuelCode in this record.|CHECK||
41529|You reported a QA Certification Event record for [key], indicating the installation of add-on SO2 controls, but you have not reported an applicable SO2 control record in your monitoring plan.|CHECK||
41530|You reported a QA Certification Event record for [key], indicating the installation of add-on NOx controls, but you have not reported an applicable NOX control record in your monitoring plan.|CHECK||
41533|You reported a QA Certification Event record for [key], which is intended to report the recommencement of operation following a period of long-term cold storage or following an outage that prevented the completion of monitoring system certification testing by the compliance deadline.  If this situation applies, please contact ECMPS technical support for assistance with this matter.|CHECK||
41535|The QACertEventDate reported for [key] is not appropriate for this event.  It must be equal to the earlier of the ConditionalBeginDate or to the QA test deadline (May 1 or July 31).|CHECK||
41612|The Appendix E test status for MonitoringSystemID [ID] could not be determined, because the Op Supp Data record for OPHOURS for FuelCode [fuel] is missing for one or more previous reporting periods.  If you have submitted emissions data for prior quarters, you should be able to retrieve these records by logging on to the EPA host.|CHECK||
41614|The software could not determine if the current hour was prior to the 30-day deadline for NOXE MonitoringSystemID [ID].|CHECK||
41615|The prior Appendix E test TestNumber [testnum] for MonitoringSystemID [ID] has expired.  An invalid prior Appendix E test TestNumber [invtestnum] was ignored.|CHECK||
41616|The prior Appendix E test TestNumber [testnum] for MonitoringSystemID [ID] has expired.  |CHECK||
41617|You did not report a prior Appendix E test for MonitoringSystemID [ID].|CHECK||
41618|The Appendix E test status for MonitoringSystemID [ID] could not be determined, because the applicable prior Appendix E test TestNumber [testnum] for the sytem has not yet been evaluated.|CHECK||
41622|The prior Appendix E test TestNumber [testnum] for MonitoringSystemID [ID] has critical errors.  An invalid prior Appendix E test TestNumber [invtestnum] was ignored.|CHECK||
41623|The applicable prior Appendix E test TestNumber [testnum] for MonitoringSystemID [ID] has critical errors.|CHECK||
41650|You reported an invalid CalibrationStandardCode for [key].  CalibrationStandardCode [value] is not appropriate for a [component type] component.|CHECK||
41651|You reported an invalid CalibrationSourceCode for [key].  CalibrationSourceCode [value] is not appropriate for a CalibrationStandardCode of [standard].|CHECK||
41652|You have reported an invalid CalibrationStandardCode for [key].  An HG component without a converter cannot use oxidized Hg.|CHECK||
41654|You have not reported calibration standard data records for [key] that span the entire evaluation period.|CHECK||
41655|You have reported more than one active calibration standard data record for [key] during the evaluation period.|CHECK||
41672|You reported a test End Date, Hour, and Minute that is not the same as the EndDate, Hour, and Minute of the last run in the test.|CHECK||
41673|You reported a test BeginDate, Hour, and Minute that is not the same as the BeginDate, Hour, and Minute of the first run in the test.|CHECK||
41722|The software could not evaluate this test, because the prior three-level Gas Flow Meter Calibration test has critical errors.|CHECK||
41725|You reported an OperatingLevelCode of [value] for [key], but the CSUnitTestIndicator indicates that the test has been conducted at the unit.  Since historical load level analysis has not been performed at the common stack instead of the unit, you should simply report an OperatingLevelCode of T to indicate that the unit was operating at a typical load during the test.|CHECK||
41385|You did not report a FormulaID in the HPFF record for SO2R for FuelCode [fuelcd].  This formula is required except when using the standard default emission rate of 0.0006 for pipeline natural gas.|CHECK||
41395|You reported an OperatingConditionCode of [OpCode] in the DHV or HPFF record for NOXR for FuelCode [fuelcd], but the calculated heat input rate is higher than the maximum heat input rate on the Appendix E curve.  You should report an OperatingConditionCode of W, and use the appropriate substitute data algorithm to calculate the NOx emission rate.|CHECK||
41406|The default value reported for [key] is not a valid Part75 default value for the parameter.|CHECK||
41423|You reported SorbentRelatedMassEmissions in the Daily Emissions record for CO2M, but you did not report [code] formula(s) in your monitoring plan.|CHECK||
41433|The reference value is not consistent with the reported calibration gas levels in the daily calibration test for [key].  The reference values of zero-level gas injection or reference signals must be less than that of the upscale gas injection.|CHECK||
41438|You have not reported a valid monitoring plan span record that was active during the test for [key].|CHECK||
41463|The [field] [value] reported in the record for Unit [ID] on Date [date] Hour [hour] is invalid.  The value in this field was not imported.|IMPORT||
41501|You reported a SubstituteDataCode of [code] for [key], but you did not report a [param] default record in your monitoring plan that is required for missing data purposes.|CHECK||
41502|You reported a SubstituteDataCode of [code] for [key], but you did not report [param] default records in your monitoring plan, which is required for missing data purposes, that span the entire evaluation period.|CHECK||
41508|According to the Reporting Frequency records, this monitoring configuration is an ozone-season-only reporter, however the reporting period is not within the ozone season.  The file will not be evaluated.|CHECK||
41510|You have reported an LME method in your monitoring plan for one or more units in this configuration, but you have not reported an LME qualification record.  The file will not be evaluated.|CHECK||
41525|You reported [Fuel] as the FuelCode in the DHV record for [param], but, according to the Monitor Default records in your monitoring plan, this fuel does not have the highest default emissions rate of the fuels combusted during the hour.  The AdjustedHourlyValue could not be recalculated.|CHECK||
41713|The software could not determine if the current hour was within the 30-operating day window required to conduct another Appendix E test following QACertEventCode [code] QACertEventDate [eventdate] for MonitoringSystemID [ID].|CHECK||
41586|The prior [testtype] for the alternate range of the component for [key] with TestNumber [alttestnum] was aborted.|CHECK||
41592|The [testtype] status for [key] could not be determined, because the OperatingTime in at least one Hourly Operating Data records was missing or invalid.|CHECK||
41602|You did not report a Long Term Fuel Flow record for a fuel flow system for one or more fuels in the FuelCodeList in the LME Hourly record.  If you burn a fuel that is not measured by a fuel flow meter, you must use maximum hourly heat input for the hour.|CHECK||
41604|The AdjustedHourlyValue in the DHV record for HIT could not be recalculated due to another error listed in this report.|CHECK||
41607|The Appendix E test status for MonitoringSystemID [ID] could not be determined, because the Monitor System record for the NOXE system has a critical error.|CHECK||
41608|The Appendix E test status for MonitoringSystemID [ID] could not be determined, because the applicable prior Appendix E test TestNumber [testnum] for the system has not yet been evaluated.|CHECK||
41609|The Appendix E test status for MonitoringSystemID [ID] could not be determined, because the subsequent certification test TestNumber [subtestnum] for the system has not yet been evaluated.|CHECK||
41610|The Appendix E test status for MonitoringSystemID [ID] could not be determined, because the Op Supp Data record for OPDAYS is missing for [MISSINGOPDATAINFO] (and possibly other previous reporting periods).  If you have submitted emissions data for prior quarters, you should be able to retrieve these records by logging on to the EPA host.|CHECK||
41611|The Appendix E test status for MonitoringSystemID [ID] could not be determined, because you did not report a single, valid unit fuel record for FuelCode [unitfuel] that was active during the current hour.|CHECK||
41638|You reported [key], but you did not report a HGLME test to establish an initial default Hg concentration.  If this location is an identical unit, you must report the default concentration in an HGC monitor default record in your monitoring plan.  You must report HGLME test (or HGC default record) before the methodology becomes active.|CHECK||
41641|"You reported a SpanMethodCode of ""TB"" for [key], which indicates that you used a standard MPCValue based on fuel type.  However, the MPCValue that you reported is not a standard value."|CHECK||
41642|You reported a SpanValue that is not equal to the MPC (rounded up to the next highest multiple of 10 ug/scm) for [key].|CHECK||
41643|You reported a SpanValue that is not equal to 10 ug/scm for [key].|CHECK||
41686|You have reported a CalibrationStandardData record for a component with an inappropriate ComponentTypeCode.  This record was not imported.|CHECK||
41750|The reported TestFrequencyCode is missing or invalid.|CHECK||
41856|The prior daily calibration test for [compkey] completed on [date] has critical errors.|CHECK||
41751|The OperatingConditionCode U reported for [key] is not appropriate for parameter NOXR.  If you are reporting this record to indicate that you are using a generic Part 75 LME default value for all hours, you should report an OperatingConditionCode of A.  If you normally use a unit-and-fuel specific NOXR default during controlled hours, and you are reporting this record to indicate that you are using a generic Part 75 LME default value during hours when controls are not operating, you should report a ParameterCode of NORX and a DefaultPurposeCode of MD.|CHECK||
41773|You did not report a valid prior [testtype] for [key].  An invalid [testtype] with TestNumber [invtestnum] was ignored.|CHECK||
41630|Although Unit ID [Unit ID] is a CAMR-affected unit, no monitoring method(s) for [missing method] that was/were active during the evaluation period have been reported for the unit, for a common stack linked to the unit, or for all multiple stacks linked to the unit.  Also, monitoring method(s) for [incomplete method] have not been reported for the entire evaluation period.|CHECK||
41752|"The reported APS Indicator of ""1"" is not applicable for HCl RATA tests.  "|CHECK||
41678|The relative deviation of the sampling train values for [key] exceeds the standard allowed for a valid test.|CHECK||
41565|The subsequent recertification [testtype] for [key] with TestNumber [subtestnum] has critical errors.  An invalid [testtype] with TestNumber [invtestnum] was ignored.|CHECK||
41568|The subsequent recertification [testtype] for [key] with TestNumber [subtestnum] failed.|CHECK||
41572|You did not report a prior [testtype] or certification event for [key].|CHECK||
41577|The conditional data period for QACertEventCode [code] QACertEventDate [eventdate] for [key] has expired.  A prior test was ignored.|CHECK||
41589|The prior [testtype] for the alternate range of the component for [key] with TestNumber [alttestnum] failed.  An invalid [testtype] with TestNumber [altinvtestnum] was ignored.|CHECK||
41690|The subsequent recertification RATA for FLOW SystemID [SUBSYS] with TestNumber [subtestnum] was performed at fewer than the required operating levels.  An invalid prior test with TestNumber [invtestnum] was ignored.|CHECK||
41738|"You reported a CommonStackTestCode of ""IU"", indicating that all the units sharing the stack were identical units, but, according to the Unit Stack Configuration records, you did not perform a sufficient number of tests based on the number of units linked to the stack."|CHECK||
41744|According to the CommonStackTestCode, some of the units at the stack were not operating when the test was conducted.  Although the TestReasonCode does not indicate that this is the initial Hg LME default test for the location, the software could not find a previous HGLME test.  All units must be operating during the initial Hg LME default test at a common stack.|CHECK||
41753|You reported an APSIndicator of 0, indicating that you used the standard performance specification for relative deviation, but the relative deviation exceeded the standard performance specification of 10 percent.  You should report an APSIndicator of 1.|CHECK||
41757|You reported a SourceOfDataVolumetricCode of 4, indicating that you burned an emergency fuel, but the VolumetricFlowRate in the HFF record for FuelCode [fuelcd] is inconsistent with the maximum fuel flow rate for the unit.  When you burn an emergency fuel, you should report the maximum fuel flow rate, which is based on the maximum hourly heat input capacity of the unit.|CHECK||
41758|You reported a SourceOfDataMassCode of 4, indicating that you burned an emergency fuel, but the MassFlowRate in the HFF record for FuelCode [fuelcd] is inconsistent with the maximum fuel flow rate for the unit.  When you burn an emergency fuel, you should report the maximum fuel flow rate, which is based on the maximum hourly heat input capacity of the unit.|CHECK||
41760|Your monitoring plan indicates the use of the Appendix D CO2 method, but you did not report an HPFF record for CO2 for FuelCode [fuelcd] for the hour.  Fuel-specific CO2 emissions data was not required in the EDR data, but is required for all data submitted through ECMPS.  The software will not recalculate CO2 emissions values.|CHECK||
41762|Based on the EventCode in the record for [key], the certification event requires the following test types: [testtypes].  However, you have reported a RequiredTestCode that does not include these types of tests.|CHECK||
41767|You have reported that this configuration has an active LME qualification, but this configuration is no longer eligible to qualify for an LME methodology, because at least one unit in the configuration has exceeded the eligibility limit for [param] in a prior year.|CHECK||
41769|You did not report an Hourly Operating record for the hour.  Although this was acceptable for legacy data during a non-operating quarter, it is not allowed in ECMPS.|CHECK||
41785|The software could not find the reference RATA reported in the flow-to-load reference data.  You should retrieve the RATA from the EPA host database if you wish to calculate the values in this flow-to-load reference data record.|CHECK||
41796|You reported an MODCCode of 10 in the [type] record for [param], but the PercentAvailability is greater than or equal to 90. When the PMA is greater than or equal to 90, you should only report an MODC of 10 to indicate that you used the maximum hourly value in the lookback period for the next available higher load bin, because there were no quality-assured data in the bin corresponding to the current load range. (See Part 75.33(c)(5).)|CHECK||
41801|The Monitoring Plan associated with this quarterly emissions file has critical errors.  You must correct the Monitoring Plan for this monitoring configuration in order to submit this emissions file to be loaded on EPA's host system.|CHECK||
41806|You reported an OperatingConditionCode in the DHV record for NOXR, which indicates that you are determining NOx emission rate using Appendix E, but you did not report a MonitoringSystemID in this record.  If you determined the NOx emission rate from a mixed fuel curve or via heat input apportionment, you should report the MonitoringSystemID of the NOXE system for the curve.  If you determined the NOx emission rate from one or more individual fuel curves, you should not report an OperatingConditionCode in the NOXR DHV record.|CHECK||
41807|You reported OzoneSeasonToDate in the Summary Value record for [param], but this is not valid for locations that are not associated with an ozone-season program.|CHECK||
41833|The prior daily calibration test for the alternate range [altscale] of [compkey], which was completed on [altdate], was aborted.  An invalid daily calibration test completed on [invdate] was ignored.|CHECK||
41834|The prior daily calibration test for the alternate range [altscale] of [compkey], which was completed on [altdate], was aborted.|CHECK||
41835|The prior daily calibration test for the alternate range [altscale] of [compkey], which was completed on [altdate], failed.  An invalid daily calibration test completed on [invdate] was ignored.|CHECK||
41857|The prior daily calibration test for [compkey] completed on [date] failed.|CHECK||
41837|The prior daily calibration test for the alternate range [altscale] of [compkey], which was completed on [altdate], has critical errors.  An invalid daily calibration test completed on [invdate] was ignored.|CHECK||
42305|You did not report a prior three-point Hg system integrity check or certification event for [key].|CHECK||
41468|You have reported MHHI as the heat input method for this configuration, but you have reported a long-term fuel flow record.|CHECK||
41469|You have reported LTFF as the heat input method for this configuration, but the LoadValue in at least one hourly record is missing or invalid.|CHECK||
41470|You have reported a long-term fuel flow record for this reporting period, but the sum of the load and operating time values in the hourly records (where MHHIIndicator is not equal to 1) are equal to 0.|CHECK||
41471|You have reported LTFF as the heat input method for this configuration, but you have not reported a long-term fuel flow record for this reporting period.|CHECK||
41472|You have not reported the same heat input method in your monitoring plan for all locations in the configuration during the reporting period.|CHECK||
41507|The locations in the file do not represent a valid monitoring configuration during the reporting period.  The file will not be evaluated.|CHECK||
41513|You have reported an LME Ozone Season Qualification record in your monitoring plan, but, according to the Unit Program records, this configuration does not report ozone season totals.  The file will not be evaluated.|CHECK||
41515|The CurrentReportingPeriodTotal reported in the Summary Value record for [param] is invalid.  The value must be greater than or equal to 0.|CHECK||
41538|You did not report one (and only one) valid Analyzer Range record in your monitoring plan for ComponentID [COMPID] for this hour.  The QA Status of the linearity and/or daily calibration tests for this component will not be evaluated.|CHECK||
41540|You reported that ComponentID [COMPID] is a dual-range analyzer, but the program could not identify the alternate range component in your monitoring plan.  The QA Status of the linearity and/or daily calibration tests for this component will not be evaluated.|CHECK||
41541|You did not report any System Component records for ComponentID [compid] in your monitoring plan for the hour.  The QA Status of the linearity and/or daily calibration tests for this component will not be evaluated.|CHECK||
41619|You reported a QA Certification Event record for QACertEventCode [code] QACertEventDate [eventdate] for MonitoringSystemID [ID], but you did not perform a subsequent Appendix E test within the specified timeframe.  An invalid Appendix E test was ignored.|CHECK||
41635|You reported a monitoring methodology for [key], but you did not designate an HG or HGK monitoring system to be the primary monitoring system for the entire evaluation period.|CHECK||
41661|The QualificationDataYear in the Monitor Qualification Hg LME records for [key] is not consistent with the BeginDate of the qualification.|CHECK||
41662|You reported [value] as the MaximumOperatingHours for [key].  A value less than 8760 must be granted in a federally-enforceable operating permit.|CHECK||
41664|This type of component does not require a three-point system integrity check.  Only HG components with a converter may have a three-point system integrity check.|CHECK||
41670|You reported a GroupID for [key], which is not appropriate for this parameter and purpose.|CHECK||
41697|The prior [max]-level flow RATA for [key] with TestNumber [maxtestnum] was aborted.|CHECK||
41700|The prior [max]-level flow RATA for [key] with TestNumber [maxtestnum] has critical errors.  An invalid RATA with TestNumber [invtestnum] was ignored.|CHECK||
41701|The prior [max]-level flow RATA for [key] with TestNumber [maxtestnum] has critical errors.|CHECK||
41702|The prior [max]-level flow RATA for [key] with TestNumber [maxtestnum] has expired.|CHECK||
41703|The prior [max]-level flow RATA for [key] with TestNumber [maxtestnum] failed.|CHECK||
41715|The number of Gas Flow Meter Calibration Data records is not equal to the NumberOfLevels reported for the test.|CHECK||
41718|The value [value] in the field [fieldname] for [key] is not within the expected range of valid values.  |CHECK||
41720|The operating levels in this test are inconsistent with the reported sampling rates.|CHECK||
41723|The CalibrationFactorY reported in this one-level Gas Flow Meter Calibration test is not equal to the CalibrationFactorForLevel.|CHECK||
41729|You reported an CSUnitTestIndicator of 1, indicating that the Hg LME default is for a common stack, but that the tests were conducted at the units.  However, the TestLocationID [value] is equal to the StackID. |CHECK||
41730|You reported TestLocationID [value], which is not an active unit linked to the common stack.|CHECK||
41809|The emissions quarterly report cannot be submitted, either because the EPA has not yet opened the submission window, you have not logged into the EPA host system, or you are no longer a representative or agent for this facility.  If you are a representative or agent for this facility, when EPA opens the submission window you should log in to the EPA host system to receive automatic permission to submit.  You will then need to reevaluate this file prior to submitting.|CHECK||
41810|The emissions quarterly report cannot be resubmitted until you contact the EPA for permission.  After the EPA grants permission, you will need to log in to the EPA host system to retrieve the permission record.  You will then need to reevaluate this file prior to submitting.|CHECK||
41821|Although this is a RGGI-affected unit, a monitoring method for CO2 (or CO2M) has not been reported for the unit, for a common stack or pipe linked to the unit, or for all multiple stacks linked to the unit for the entire evaluation period.  If you believe that this error is incorrect, and has been caused by an inaccurate date in the Unit Program record, please contact Craig Hillock at Hillock.Craig@epamail.epa.gov.|CHECK||
41838|The prior daily calibration test for the alternate range [altscale] of [compkey], which was completed on [altdate], has critical errors.|CHECK||
41843|You reported a QA Certification Event record for QACertEventCode [code] QACertEventDate [eventdate] for [compkey], but you did not perform a subsequent daily calibration test.|CHECK||
41852|This check result is obsolete.|CHECK||
41853|The prior daily calibration test for [compkey] completed on [date] has critical errors.  An invalid daily calibration test completed on [invdate] was ignored.|CHECK||
41854|The prior daily calibration test for [compkey] completed on [date] was aborted.  An invalid daily calibration test completed on [invdate] was ignored.|CHECK||
41855|The prior daily calibration test for [compkey] completed on [date] failed.  An invalid daily calibration test completed on [invdate] was ignored.|CHECK||
41859|The prior online daily calibration test for [compkey] completed on [ondate] has critical errors.  An invalid daily calibration test completed on [invdate] was ignored.|CHECK||
41860|The prior online daily calibration test for [compkey] completed on [ondate] failed.  An invalid daily calibration test completed on [invdate] was ignored.|CHECK||
41861|The prior online daily calibration test for [compkey] completed on [ondate] was aborted.  An invalid daily calibration test completed on [invdate] was ignored.|CHECK||
41862|The prior online daily calibration test for [compkey] completed on [ondate] has expired.  An invalid daily calibration test completed on [invdate] was ignored.|CHECK||
41890|You reported a Summary Value record for [param], but this value should only be reported at the unit, not at a stack or pipe.|CHECK||
41518|You did not report an HIT Method record for this location in your monitoring plan, which is required for all locations that are part of a configuration of LME units.|CHECK||
41520|You reported a [param] method, which is not valid for a location that is part of a configuration of LME units.|CHECK||
41536|The QACertEventHour reported for [key] is not appropriate for this event.  It must be equal to 0.|CHECK||
41539|You reported that ComponentID [COMPID] is a dual-range analyzer, but you did not report one (and only one) active low-scale [COMPTYPE] span record with a valid ScaleTransitionPoint in your monitoring plan for this hour. The QA Status of the linearity and/or daily calibration tests for this component will not be evaluated.|CHECK||
41548|The CurrentReportingPeriodTotal in the Summary Value record for OPTIME is missing or the record is missing.|CHECK||
41549|You did not report a FormulaID in the DHV record for [param].  While this is acceptable for legacy EDR data, the FormulaID will be required for ECMPS.|CHECK||
41564|The applicable prior [testtype] for [key] with TestNumber [testnum] was aborted.|CHECK||
41566|The subsequent recertification [testtype] for [key] with TestNumber [subtestnum] has critical errors.|CHECK||
41569|The subsequent recertification [testtype] for [key] with TestNumber [subtestnum] was aborted.  An invalid [testtype] with TestNumber [invtestnum] was ignored.|CHECK||
41573|The prior [testtype] for [key] with TestNumber [testnum] has expired.  An invalid prior [testtype] with TestNumber [invtestnum] was ignored.|CHECK||
41663|You reported [value] as the MaximumPotentialHgOunces for [key].  This value exceeds the Hg emissions limit needed to receive an LME qualification.|CHECK||
41679|According to the Begin and End times for [key], the run was less than the minimum acceptable duration for the method.|CHECK||
41724|The TestResultCode indicates a passing test, but the recalculated percent calibration change indicates a failing test.|CHECK||
41733|You reported a GroupID for this test, which indicates that the default value was calculated for a group of identical units, but the test location is a stack.|CHECK||
41739|You reported a DefaultHgConcentration that is less than the maximum reference value of all runs in the test.|CHECK||
41741|The software could not determine the default Hg concentration for this common stack, because you did not report a valid prior HGLME test.|CHECK||
41743|You reported a MaxPotentialHgMass that is inconsistent with the value determined by the software.|CHECK||
41764|You have reported a [param] method record for this unit indicating the use of an LME methodology, but you have not reported an [missing] Monitor Qualification record for the unit that is active during the evaluation period.  Also, you have not reported an [incomplete] Monitor Qualification record for the unit that spans the entire evaluation period.|CHECK||
41765|You have reported an active LMEA qualification record for this configuration in your monitoring plan, but you have not reported an active LMEA qualification record for at least one unit in the configuration.|CHECK||
41768|The emissions from at least one unit in this configuration exceeded the applicable number of tons necessary to qualify as an LME unit in the previous reporting year.  According to Part 75.19(b), you must install the appropriate monitoring systems by December 31 of this reporting year.|CHECK||
41772|You did not report a prior [testtype] for [key].|CHECK||
41775|The prior [testtype] for [key] with TestNumber [testnum] has expired.  A prior fuel-flow-to-load test for MonitoringSystemID [ID] was ignored.  An invalid prior [testtype] with TestNumber [invtestnum] was also ignored.|CHECK||
41781|The [testtype] status for [key] could not be determined, because one or more prior fuel-flow-to-load tests, including the test for MonitoringSystemID [ID] with TestNumber [ff2ltestnum], are invalid.  These tests may be invaild because (1) the TestResultCode indicates that baseline data collection is ongoing, yet you reported a prior test indicating that baseline data collection was completed; or (2) the TestResultCode indicates that there were fewer than 168 fuel QA operating hours in the quarter, yet your emissions data for that quarter indicates otherwise.|CHECK||
41790|At least one QA/certification event associated with this monitoring configuration has critical errors.  You must correct all prior or concurrent QA/certification events in order to submit this quarterly emissions file to be loaded on EPA's host system.|CHECK||
41791|At least one test extension/exemption associated with this monitoring configuration has critical errors.  You must correct all prior or concurrent test extension/exemption records in order to submit this quarterly emissions file to be loaded on EPA's host system.|CHECK||
41808|You reported OzoneSeasonToDate in the Summary Value record for [param], but this is not valid for this parameter.|CHECK||
41815|You reported a monitoring methodology for [key], but the BeginDate is not consistent with the dates in the Unit Program records (or Unit Stack Configuration records) associated with this location.  If you believe that this error is incorrect, and has been caused by an inaccurate date in the Unit Program record, please contact ECMPS Support at ecmps-support@camdsupport.com.|CHECK||
41816|The LoadRange or CommonStackLoadRange reported in the Hourly Operating record is inconsistent with the HourLoad.  When no load is generated, the load range should be less than 2.|CHECK||
41863|The prior online daily calibration test for [compkey] completed on [ondate] has critical errors.|CHECK||
41864|The prior online daily calibration test for [compkey] completed on [ondate] failed.|CHECK||
41865|The prior online daily calibration test for [compkey] completed on [ondate] was aborted.|CHECK||
41866|The prior online daily calibration test for [compkey] completed on [ondate] has expired.|CHECK||
42024|You reported a monitoring methodology for [key] and a pollutant parameter that is not allowed for the entire evaluation period.|CHECK||
41871|The software could not evaluate the RATA calculations reported for [key], because the sum of the reference values is less than or equal to 0 or the sum of the CEM values is equal to 0.|CHECK||
41876|The values in this record could not be recalculated because at least one of the runs used to determine the wall effects adjustment factor had no traverse point data.|CHECK||
41884|The AverageStackFlowRate was calculated based on wall effects data reported in the following runs: [runs].  If additional wall effects runs are entered, you will need to recalculate the values in this record.  |CHECK||
41878|The values in this record could not be recalculated because at least one of the runs used to determine the wall effects adjustment factor did not have four exterior Method 1 traverse points.|CHECK||
41879|The values in this record could not be recalculated because there was not a single, active, valid Location Attribute record for the location.|CHECK||
42025|You reported a monitoring methodology for [key] that is not appropriate for the entire evaluation period.|CHECK||
42026|"You reported an [fieldname] of ""Zero"" for [key], which indicates the use of zero air material, but this material may only be used for a low-level calibration. "|CHECK||
42028|You have reported a MECValue equal to or greater than the MPCValue for [key].|CHECK||
41588|The prior [testtype] for the alternate range of the component for [key] with TestNumber [alttestnum] was aborted.  An invalid [testtype] with TestNumber [altinvtestnum] was ignored.|CHECK||
41601|"You reported a TestReasonCode of ""INITIAL"" indicating that this is an initial certification test, but you did not perform this RATA at minimally acceptable number of operating levels."|CHECK||
41631|You reported a monitoring methodology for [key], but there is no [incomplete] monitoring system that is active for the entire evaluation period.|CHECK||
41632|You reported a monitoring methodology for [key], but there is no [system] monitoring system that was active during the evaluation period, which is required for this method.  Also, you did not report a [incomplete] monitoring system that was active for the entire evaluation period.|CHECK||
41633|You reported a monitoring methodology for [key], but there is no [system] monitoring system that was active during the evaluation period, which is required for this method.|CHECK||
41634|You reported concurrently active primary HG and ST monitoring systems.   If you use the CEMST methodology to measure Hg, you must designate either the HG or the ST system to be the primary system.|CHECK||
41754|You reported a SourceOfDataVolumetricCode of 4 in the HFF record, indicating that you burned an emergency fuel.  However, you did not report the maximum hourly heat input capacity for the unit as the ParameterValueforFuel in the HPFF record for HI, which is required when you burn an emergency fuel.|CHECK||
41646|You reported a Monitoring Qualification record for [key], but you did not report an HGLME test (or an HGC default record for units that belong to an identical group) to indicate the default HG concentration.|CHECK||
41656|You did not report a prior [testtype] or certification event for the alternate range of the component for [key].|CHECK||
41671|"You reported a TestResultCode of ""INITIAL"", but the maximum potential Hg mass calculated by the software exceeds the maximum value allowed for qualification as an Hg LME unit."|CHECK||
41674|The test was conducted at the same time as another Hg LME Default test.|CHECK||
41675|"You reported an OperatingLevelCode of [value] for [key], but the test location is a peaking unit (or a stack associated only with peaking units).  For a test for a peaking unit (or stack) you should report an ""N"", because the entire range of operation is considered normal. "|CHECK||
41707|The RATA status for [key] could not be determined, because a prior RATA with TestNumber [alttestnum] for MonitoringSystemID [altsys], which contains a component that is also in the former system, has not yet been evaluated.|CHECK||
41708|You did not have one and only one valid Monitor Load record that was active during the hour.|CHECK||
