check_param_id|check_param_id_name|check_param_id_description|display_name|source_table|check_data_type_cd|chk_param_type_cd|object_type
2358|Co2n_Monitor_Default_Records_For_Nfs_By_Hour_Location|CO2N Monitor Default Records for NFS fuel By Hour and Location|CO2N Monitor Default Records for NFS By Hour and Location|VW_MP_MONITOR_DEFAULT_CO2N_NFS|DATAVW|DATA|
2359|Use_Co2_Diluent_Cap_For_Co2_Mass_Calc|This boolean is based on the Diluent Cap Indicator field in the CO2 Mass Derived hourly record and indicates whether or not the diluent cap should be used in the CO2 Mass Calculation|Use CO2 Diluent Cap for Co2 Mass Calc||BOOLEAN|OUTPUT|
2360|Heat_Input_Do_Not_Calc_Flag|Indicates that data substitution was performed and that a new heat input value should not be calculated|Heat Input Do Not Calc Flag||BOOLEAN|OUTPUT|
2361|Heat_Input_Derived_Calculated_Value|Value to be placed into the CalcadjustedHourlyValue field of the Derived Hourly record for Heat Input in situations where data is calculated for data substitution|Heat Input Derived Calculated Value||DECIMAL|OUTPUT|
2362|Co2_Conc_Do_Not_Calc_Flag|Indicates that data substitution was performed and that a new CO2 Concentration value should not be calculated|CO2 Conc Do Not Calc Flag||BOOLEAN|OUTPUT|
2363|Co2_Conc_Derived_Calculated_Value|Value to be placed into the CalcadjustedHourlyValue field of the Derived Hourly record for CO2 Concentration in situations where data is calculated for data substitution|CO2 Conc Derived Calculated Value||DECIMAL|OUTPUT|
2364|Missing_CAIR_Method_List|List of methods that are missing for an CAIRSO2-affected unit.|Missing CAIR Method List||STRING|OUTPUT|
2365|Incomplete_CAIR_Method_List|List of methods that are do not span the entire evaluation period for a CAIRSO2-affected unit.|Incomplete CAIR Method List||STRING|OUTPUT|
2366|Invalid_Parameters_for_LME_Method|A list of method parameters not using LME methods when another parameter is using a LME method.|Invalid Parameters for LME Method||DATALST|OUTPUT|
2367|NOX_LME_Unit|Indicates if the LME unit reports NOX.|NOX LME Unit||BOOLEAN|OUTPUT|
2368|Co2_Conc_Calc_Value|The final calculated value for CO2 Concentration (whether originating from an equation or from data substitution in a CO2 Derived Hourly Record) to be loaded into the CalculatedAdjustedHourlyValue field of the Derived Hourly Record|CO2 Conc Calc Value||DECIMAL|OUTPUT|
2369|Final_Heat_Input_Calc_Value|The Final value determined for heat input, whether it is the result of a calculation or from data substitution performed in the derived hourly record.  The value should be loaded into the CalculatedAdjustedHourlyValue field of the DerivedHourlyRecord for heat input.|Final Heat Input Calc Value||DECIMAL|OUTPUT|
2370|Nox_Emission_Rate_Do_Not_Calc_Flag|Indicates that data substitution has been performed and that the Accumulators should be updated with the expected adjusted value instead of the value generated by the NOXR equation.|NOx Emission Rate Do Not Calc Flag||BOOLEAN|OUTPUT|
2371|Nox_Rate_Calculated_Derived_Value|An expected value resulting from data substitution in the NOx Emission rate category.  This value should be used to update the CalculatedAdjustedHourlyValue field in the DerivedHourlyRecord for hours where certain data substitutions occur.|NOx Rate Calculated Derived Value||DECIMAL|OUTPUT|
2372|Current_Unit_Default_Test|The Test Summary and Unit Default Test record of the unit default test being evaluated.|Current Unit Default Test|VW_QA_TEST_SUMMARY_UNITDEF|DATAROW|OUTPUT|
2373|Nox_Rate_Final_Calc_Value|The final value to be used when updating the CalculatedAdjustedHrlyvalue field in the DerivedHourlyValue record for NOX Rate.  This value could be either calculated or the result of data substitution.|NOx Rate Final Calc Value||DECIMAL|OUTPUT|
2374|Extra_Unit_Default_Test|Indicates if the same Unit Default test has been reported with a different test number.|Extra Unit Default Test||BOOLEAN|OUTPUT|
2375|Duplicate_Unit_Default_Test|Indicates if another unit default test has been assigned the same test number.|Duplicate Unit Default Test||BOOLEAN|OUTPUT|
2376|Current_Unit_Default_Run|The Unit Default Test Run record being evaluated and associated test data.|Current Unit Default Run|VW_QA_UNIT_DEFAULT_TEST_RUN|DATAROW|OUTPUT|
2377|Unit_Default_Test_Records|All unit default test records for the location.|Unit Default Test Records|VW_QA_TEST_SUMMARY_UNITDEF|DATAVW|DATA|
2378|Unit_Default_Run_Records|All Run records for the Unit Default test.|Unit Default Run Records|VW_QA_UNIT_DEFAULT_TEST_RUN|DATAVW|DATA|
2379|Heat_Input_Mon_Sys_Id_Is_Null|Indicates that no Monitoring System ID was reported for Heat Input in the DerivedHourlyValue record|Heat Input Mon Sys Id Is Null||BOOLEAN|OUTPUT|
2380|Unit_Default_Last_Run_Number|The RunNumber of the previous run of the unit default test when sort in OperatingLevelForRun, RunNumber order.|Unit Default Last Run Number||INTEGER|OUTPUT|
2381|Unit_Default_Level_Count|A counter fo the current operating level of an Unit default Test being evaluated.|Unit Default Level Count||INTEGER|OUTPUT|
2382|Unit_Default_Level_Run_Count|A counter fo the number of runs in the operating level of the Unit Default Test being evaluated.|Unit Default Level Run Count||INTEGER|OUTPUT|
2383|Unit_Default_Level_Sum_Reference_Value|The sum of the reference values in the runs of an operating level of an unit default Test.|Unit Default Level Sum Reference Value||DECIMAL|OUTPUT|
2384|Unit_Default_Maximum_NOx_Rate|The maximum average NOx Rate of all operating levels of a unit default test.  |Unit Default Maximum NOx Rate ||DECIMAL|OUTPUT|
2385|Unit_Default_Run_Sequence|A string of run numbers in the unit default test.|Unit Default Run Sequence ||STRING|OUTPUT|
2386|Unit_Default_Run_Times_Valid|Indicates if the run times in the unit default test are valid.|Unit Default Run Times Valid||BOOLEAN|OUTPUT|
2387|Unit_Default_Test_Begin_Date|The begin date of the first run of the Unit Default test.|Unit Default Test Begin Date||DATE|OUTPUT|
2388|Unit_Default_Test_Begin_Hour|The begin hour of the first run of the Unit Default test.|Unit Default Test Begin Hour||INTEGER|OUTPUT|
2389|Unit_Default_Test_Begin_Minute|The begin minute of the first run of the Unit Default test.|Unit Default Test Begin Minute||INTEGER|OUTPUT|
2390|Unit_Default_Test_End_Date|The end date of the last run of the unit default test.|Unit Default Test End Date||DATE|OUTPUT|
2391|Unit_Default_Test_End_Hour|The end hour of the last run of the unit default test.|Unit Default Test End Hour||INTEGER|OUTPUT|
2392|Unit_Default_Test_End_Minute|The end minute of the last run of the unit default test.|Unit Default Test End Minute||INTEGER|OUTPUT|
2393|Simultaneous_Unit_Default_Runs|Indicates if any runs in the unit default test overlapped.|Simultaneous Unit Default Runs||BOOLEAN|OUTPUT|
2394|Unit_Default_Run_Sequence_Consecutive|Indicates if the sequence of run numbers in the unit default test is consecutive.|Unit Default Run Sequence Consecutive||BOOLEAN|OUTPUT|
2400|Unit_Default_Run_Sequence_Valid|Indicates if the sequence of run numbers in the unit default test is valid.|Unit Default Run Sequence Valid||BOOLEAN|OUTPUT|
2401|Unit_Default_Last_Op_Level|The OperatingLevelForRun in the previous unit default test run record.|Unit Default Last Op Level||STRING|OUTPUT|
2402|Previous_Unit_Default_Level_Calculated|Indicates if the average NOx emission rate was calculated for the previous operating level of a unit default test.  |Previous Unit Default Level Calculated||BOOLEAN|OUTPUT|
2403|Unit_Default_Flagged_Op_Level|The OperatingLevelForRun in the unit default test where the RunUsedIndicator is equal to 1.|Unit Default Flagged Op Level||STRING|OUTPUT|
2404|Unit_Default_Run_Used_Indicators_Consistent|Indicates if all runs in the flagged operating level of a Unit Default test are equal to 1.|Unit Default Run Used Indicators Consistent||BOOLEAN|OUTPUT|
2405|Unit_Default_Flagged_Level_Sum_Reference_Value|"The sum of the reference values in the runs of the ""flagged"" operating level of an unit default Test."|Unit Default Flagged Level Sum Reference Value||DECIMAL|OUTPUT|
2406|Unit_Default_Flagged_NOx_Rate|"The average NOx Rate of the ""flagged"" operating level of a unit default test.  "|Unit Default Flagged NOx Rate ||DECIMAL|OUTPUT|
2407|Calculate_Unit_Default_NOx_Rate|Indicates if the default emission rate for the unit can be calculated.|Calculate Unit Default NOx Rate||BOOLEAN|OUTPUT|
2408|Unit_Default_NOx_Rate_Determined|Indicates if the default emission rate has been recalculated.|Unit Default NOx Rate Determined||BOOLEAN|OUTPUT|
2409|Unit_Default_Fuel_Valid|Indicates if the fuel code in the Unit Default test is valid.|Unit Default Fuel Valid||BOOLEAN|OUTPUT|
2410|Unit_Default_Test_NOx_Rate|The NOx default emission rate recalculated from the values in the runs of unit default test.  |Unit Default Test NOx Rate ||DECIMAL|OUTPUT|
2411|7DAY_Zero_Injection_Validated|A dummy parameter.|7DAY Zero Injection Validated||INTEGER|OUTPUT|
2412|7DAY_Upscale_Injection_Validated|A dummy parameter.|7DAY Upscale Injection Validated||INTEGER|OUTPUT|
2413|Update_Unadjusted_Nox_Emission_Rate|Indicates whether or not the Unadjusted NOx Emission Rate Derived Hourly Record should be updated with a calculated value    Field to be updated: Current NOx Rate Derived Hourly Record.CalcUnadjustedHourlyValue    Parameter to be written to the field: NOx Rate Final Calc Value |Update Unadjusted NOx Emission Rate||DATAVW||
2417|Update_Unadjusted_Nox_Rate|Indicates whether or not the NOx Emission Rate Derived Hourly Record should be updated with an unadjusted calculated value    Field to be updated: Current NOx Rate Derived Hourly Record.CalcUnadjustedHourlyValue    Parameter to be written to the field: NOx Rate Final Calc Value |Update Unadjusted NOx Rate||BOOLEAN|OUTPUT|
2418|Calculated_Unadjusted_Nox_Emission_Rate|Stores the value of the NOX Rate Calculation PRIOR to the application of the System BAF.|Calculated Unadjusted NOx Emission Rate||BOOLEAN|OUTPUT|
2419|Min_Gas_Flow_Rate|For Appendix D sites reporting SODC 9 in the HourlyFuelFlowData record, this parameter stores the Minimum Gas Flow Rate looked up in the Monitor Default table|Min Gas Flow Rate||DECIMAL|OUTPUT|
2420|Calculated_Volumetric_Flow_Rate_For_Gas|Volumetric Flow Rate for a gaseous fuel as calculated by the evaluation process.  This value is either the reported Volumetric Flow Rate or a table lookup based on the SODC.|Calculated Volumetric Flow Rate for Gas||BOOLEAN|OUTPUT|
2421|Update_Calc_Volumetric_Flow_Rate_For_Gas|Indicates whether or not an update to the Current Gas Hourly Fuel Flow Record is needed based on the determination of the volumetric flow rate    Field to be updated: Current Gas Fuel Flow Record.CalcVolumetricFlowRate    The parameter to be copied intot the updated value is:  Calculated Volumetric Flow Rate|Update Calc Volumetric Flow Rate for Gas||BOOLEAN|OUTPUT|
2422|Min_Oil_Flow_Rate|Minimum allowable flow rate for an oil fuel source as defined in the MonitoringDefaultData Table|Min Oil Flow Rate||DECIMAL|OUTPUT|
2423|Update_Calc_Volumetric_Flow_Rate_For_Oil|Indicates whether or not an update to the Current Oil Hourly Fuel Flow Record is needed based on the determination of the volumetric flow rate    Field to be updated: Current Oil Fuel Flow Record.CalcVolumetricFlowRate    The parameter to be copied intot the updated value is:  Calculated Volumetric Flow Rate for Oil  |Update Calc Volumetric Flow Rate for Oil||BOOLEAN|OUTPUT|
2424|Calculated_Volumetric_Flow_Rate_For_Oil|Volumetric Flow Rate for an oil fuel as calculated by the evaluation process.  This value is either the reported Volumetric Flow Rate or a table lookup based on the SODC.  |Calculated Volumetric Flow Rate for Oil||DECIMAL|OUTPUT|
2425|Current_H2o_Monitor_Formula_Record|The record in MonitoringFormulaData that contains the formula used to calculate H2O during the current hour.|Current H2O Monitor Formula Record||DATAROW|OUTPUT|
2427|Production_Monitor_Method_Records|The monitor method records in the ECMPS database.|Production Monitor Method Records|CheckImp.Methods ()|DATAVW|DATA|
2432|Mxff_Monitor_Default_Records_By_Hour_Location|MXFF Monitor Default Records by Hour and Location|MXFF Monitor Default Records by Hour and Location|VW_MP_MONITOR_DEFAULT_MXFF|DATAVW|DATA|
2433|SO2_F23_Method_Active_For_Hour|Boolean value to describe whether or not there is an SO2 method for F23 defined in the monitoring plan that is active during the current hour|SO2 F23 Method Active For Hour||BOOLEAN|OUTPUT|
2434|H2O_Default_Max_Value|A highest active H2O default for the hour.|H2O Default Max Value||DECIMAL|OUTPUT|
2435|H2O_Default_Min_Value|A lowest active H2O default for the hour.|H2O Default Min Value||DECIMAL|OUTPUT|
2436|F23_Monitor_Default_Records_by_Hour_Location|The SO2R F23 Monitor Default records by a specific hour and location.|F23 Monitor Default Records by Hour and Location|VW_MP_MONITOR_DEFAULT_SO2R_F23|DATAVW|DATA|
2437|F23_Default_Value|A default value to be used for SO2R in F23 calculations.|F23 Default Value||DECIMAL|OUTPUT|
2438|Valid_Fc_Factor_Exists|Indicates whether or not a range-checked FC Factor was reported in the Hourly Operating Data record for the hour|Valid FC Factor Exists||BOOLEAN|OUTPUT|
2439|Fc_Factor_Minimum|The minimum value allowed for an FC FACTOR|FC Factor Minimum||DECIMAL|OUTPUT|
2440|Fc_Factor_Maximum|The maximum value allowed for an FC FACTOR|FC Factor Maximum||DECIMAL|OUTPUT|
2441|F-factor_Range_Cross_Check_Table|Cross Check table storing expected minimum and maximum values for F-Factors|F-Factor Range Cross Check Table|F-Factor Range Checks|DATAVW|CROSCHK|
2442|Fd_Factor_Minimum|The minimum value allowed in the expected range for FD Factor|FD Factor Minimum||DECIMAL|OUTPUT|
2443|Fd_Factor_Maximum|The maximum value allowed in the expected range for FD Factor|FD Factor Maximum||DECIMAL|OUTPUT|
2685|App_E_Fuel_Code|FuelCode associated with the DHV or HPFF record for NOX rate|App E Fuel Code||STRING|OUTPUT|
2444|Valid_Fd_Factor_Exists|Indicates whether or not a range-checked value was reported for FD Factor in the Hourly Operating Data record|Valid FD Factor Exists||BOOLEAN|OUTPUT|
2445|Valid_Fw_Factor_Exists|Indicates whether or not a range-checked FW Factor was reported in the Hourly Operating Data record for the hour|Valid FW Factor Exists||BOOLEAN|OUTPUT|
2446|Fw_Factor_Maximum|The maximum value allowed for an FW FACTOR|FW Factor Maximum||DECIMAL|OUTPUT|
2447|Fw_Factor_Minimum|The minimum value allowed for an FW FACTOR|FW Factor Minimum||DECIMAL|OUTPUT|
2448|F_Factor_Used_In_Calc|A String describing the F-Factor used in the NOx Rate Equation recalculation.  Used to set a plug-in value for error messages.|F Factor Used in Calc||STRING|OUTPUT|
2449|Special_Fuel_Burned|Indicates if the unit (or units linked to the location) burned OOL, PRS, PRG, or PRS fuel during the hour.|Special Fuel Burned||BOOLEAN|OUTPUT|
2450|Unit_Default_Incomplete_Level|The OperatingLevelForRun with an insufficient number of runs.|Unit Default Incomplete Level ||STRING|OUTPUT|
2451|Fuel_Records_By_Hour_Location|The Unit Fuel Records By Hour and Location|Fuel Records By Hour and Location|VW_LOCATION_FUEL|DATAVW|DATA|
2452|Special_Fuel_Determined|Indicates if it has been determined that the unit (or units linked to the location) burned OOL, PRS, PRG, or PRS fuel during the hour.|Special Fuel Determined||BOOLEAN|OUTPUT|
2453|FC_Factor_Needed|Indicates if an Fc Factor is needed in a NOXR, HI, or CO2C calculation.|FC Factor Needed||BOOLEAN|OUTPUT|
2454|FD_Factor_Needed|Indicates if an Fd Factor is needed in a NOXR, HI, or CO2C calculation.|FD Factor Needed||BOOLEAN|OUTPUT|
2455|FW_Factor_Needed|Indicates if an Fw Factor is needed in a NOXR calculation.|FW Factor Needed||BOOLEAN|OUTPUT|
2456|Moisture_Needed|Indicates if moisture is needed in a calculation.|Moisture Needed||BOOLEAN|OUTPUT|
2459|Current_CO2_Conc_Missing_Data_Monitor_Hourly_Record|Refers to the MonitorHourlyValueData record associated with CO2 Concentration for missing data when there are two CO2C MHV records for the current hour |Current CO2 Conc Missing Data Monitor Hourly Record|VW_MP_MONITOR_HRLY_VALUE_CO2C|DATAROW|OUTPUT|
2460|Current_O2_Dry_Missing_Data_Monitor_Hourly_Record|"The record in MonitorHourlyValueData with parameter ""O2C"" and Moisture Basis of ""D"" or null with a missing data MODC when there is also a measured data record."|Current O2 Dry Missing Data Monitor Hourly Record|VW_MP_MONITOR_HRLY_VALUE|DATAROW|OUTPUT|
2461|Current_O2_Wet_Missing_Data_Monitor_Hourly_Record|"The record in MonitorHourlyValueData with parameter ""O2C"" and Moisture Basis of ""W"" or null with a missing data MODC when there is also a measured data record."|Current O2 Wet Missing Data Monitor Hourly Record|VW_MP_MONITOR_HRLY_VALUE|DATAROW|OUTPUT|
2462|O2_Dry_Monitor_Hourly_Checks_Needed|flag to indicate whether or not checks need to be launched for O2 Dry (or null) Monitor Hourly data|O2 Dry Monitor Hourly Checks Needed||BOOLEAN|OUTPUT|
2463|O2_Wet_Monitor_Hourly_Checks_Needed|flag to indicate whether or not checks need to be launched for O2 Wet (or null) Monitor Hourly data|O2 Wet Monitor Hourly Checks Needed||BOOLEAN|OUTPUT|
2464|O2_Conc_For_Heat_Input|The O2 Concentration value to be used in the Heat Input Calculation|O2 Conc For Heat Input||DECIMAL|OUTPUT|
2466|Use_O2_Diluent_Cap_for_Co2_Conc_Calc|This boolean is based on the Diluent Cap Indicator field in the CO2 Mass Derived hourly record and indicates whether or not the diluent cap should be used in the CO2 Concentration Calculation|Use O2 Diluent Cap for Co2 Conc Calc||BOOLEAN|OUTPUT|
2467|O2_Conc_For_Co2c_Calc|The O2 Concentration value to be used in the CO2C Calculation|O2 Conc For CO2C Calc||DECIMAL|OUTPUT|
2468|Diluent_For_NOx_Rate|The CO2 or O2 Concentration value to be used in the NOx emission rate calculation|Diluent For NOx Rate||DECIMAL|OUTPUT|
2469|SO2_Method_Code|Method Code of active SO2 Monitor Method entries for the current configuration during the current hour|SO2 Method Code||STRING|OUTPUT|
2470|SO2_Bypass_Code|Bypass Approach Code of active SO2 Monitor Method entries for the current configuration during the current hour|SO2 Bypass Code||STRING|OUTPUT|
2471|So2_Fuel_Specific_Missing_Data|Indicates if SO2 Monitor Method for the current configuration during the current hour uses fuel-specific missing data approach|SO2 Fuel Specific Missing Data||BOOLEAN|OUTPUT|
2472|NOx_Rate_Bypass_Code|Bypass Approach Code of active NOXR Monitor Method entries for the current configuration during the current hour|NOx Rate Bypass Code||STRING|OUTPUT|
2473|NOx_Rate_Fuel_Specific_Missing_Data|Indicates if active NOXR Monitor Method entries for the current configuration during the current hour uses fuel-specific missing data approach|NOx Rate Fuel Specific Missing Data||BOOLEAN|OUTPUT|
2474|NOx_Mass_Bypass_Code|Bypass Approach Code of active NOX Monitor Method entries for the current configuration during the current hour|NOx Mass Bypass Code||STRING|OUTPUT|
2475|NOx_Mass_Fuel_Specific_Missing_Data|Indicates if active NOX Monitor Method entries for the current configuration during the current hour uses fuel-specific missing data approach|NOx Mass Fuel Specific Missing Data||BOOLEAN|OUTPUT|
2476|CO2_Fuel_Specific_Missing_Data|Indicates if active CO2 Monitor Method entries for the current configuration during the current hour uses fuel-specific missing data approach|CO2 Fuel Specific Missing Data||BOOLEAN|OUTPUT|
2477|Heat_Input_Fuel_Specific_Missing_Data|Indicates if active HI Monitor Method entries for the current configuration during the current hour uses fuel-specific missing data approach|Heat Input Fuel Specific Missing Data||BOOLEAN|OUTPUT|
2478|H2O_Fuel_Specific_Missing_Data|Indicates if active H2O Monitor Method entries for the current configuration during the current hour uses fuel-specific missing data approach|H2O Fuel Specific Missing Data||BOOLEAN|OUTPUT|
2479|CO2_Method_Code|Method Code of active CO2 Monitor Method entries for the current configuration during the current hour|CO2 Method Code||STRING|OUTPUT|
2480|Heat_Input_Method_Code|"The MethodCode in MonitoringMethod record for parameter ""HI"" that is active during the current hour"|Heat Input Method Code||DATAROW|OUTPUT|
2481|Heat_Input_Derived_Checks_Needed|Flag to indicate whether or not it is necessary to perform HI Derived Hourly checks at this location for the current hour|Heat Input Derived Checks Needed||BOOLEAN|OUTPUT|
2482|Hourly_Extraneous_Fields|Plugin to identify extraneous fields.|Hourly Extraneous Fields||STRING|OUTPUT|
2483|F23_Default_Max_Value|A highest active SO2R F23 default for the hour.|F23 Default Max Value||DECIMAL|OUTPUT|
2484|F23_Default_Min_Value|A lowest active SO2R F23 default for the hour.|F23 Default Min Value||DECIMAL|OUTPUT|
2525|Monitor_Default_Records_by_Hour_Location|The Monitor Default records by a specific hour and location.|Monitor Default Records by Hour and Location|VW_MP_MONITOR_DEFAULT|DATAVW|DATA|
2485|SO2R_Derived_Hourly_Value_Records_By_Hour_Location|The SO2R Derived Hourly Value Records By Hour and Location|SO2R Derived Hourly Value Records By Hour and Location|VW_MP_DERIVED_HRLY_VALUE_SO2R|DATAVW|DATA|
2486|SO2R_Derived_Hourly_Count|"The number of DerivedHourlyValueData records with parameter ""SO2R"" that have been reported for the Current Hour"|SO2R Derived Hourly Count||INTEGER|OUTPUT|
2487|SO2R_Derived_Checks_Needed|Flag to indicate whether or not it is necessary to perform SO2R Derived Hourly checks at this location for the current hour|SO2R Derived Checks Needed||BOOLEAN|OUTPUT|
2488|NOx_Rate_Monitor_System_Status|Describes whether or not the monitor system reported in the DHV record for NOXR is valid.|NOx Rate Monitor System Status||BOOLEAN|OUTPUT|
2489|SO2_MODC_Status|Indicates validity of MODC Code reported for SO2 in current DerivedHourlyValueData record|SO2 MODC Status||BOOLEAN|OUTPUT|
2490|CO2_Mass_MODC_Status|Indicates whether MODCCode in the DerivedHourlyValueData record for CO2 Mass was reported correctly (always blank).|CO2 Mass MODC Status||BOOLEAN|OUTPUT|
2491|NOx_Mass_MODC_Status|Indicates whether the MODC in the DerivedHourlyValueData record for NOx Mass were reported correctly.|NOx Mass MODC Status||BOOLEAN|OUTPUT|
2492|SO2X_Monitor_Default_Records_by_Hour_Location|The SO2X Monitor Default records by a specific hour and location.|SO2X Monitor Default Records by Hour and Location|VW_MP_MONITOR_DEFAULT|DATAVW|DATA|
2493|SO2_Adjusted_Value_Status|Indicates whether or not the adjusted values for SO2 Concentration (both adjusted and unadjusted) satisfy a set of tests based on Method of Determination Codes|SO2 Adjusted Value Status||BOOLEAN|OUTPUT|
2494|NOXC_Maximum|The maximum allowable reported value for NOX Concentration, as defined in the span or default table, as applicable.|NOXC Maximum||DECIMAL|OUTPUT|
2495|NOX_MPC_Status|Indicates whether or not there was an error in determining the Maximum Potential Concentration for NOX at this location.  Note this is only invalidated for MODC codes that will need to use the MPC value later|NOX MPC Status||BOOLEAN|OUTPUT|
2496|NOCX_Monitor_Default_Records_by_Hour_and_Location|The NOCX Monitor Default records by a specific hour and location.|NOCX Monitor Default Records by Hour and Location|VW_MP_MONITOR_DEFAULT|DATAVW|DATA|
2498|CO2_Monitor_Hourly_Value_Records_By_Hour_and_Location|The CO2 Monitor Hourly Value Records By Hour and Location|CO2 Monitor Hourly Value Records By Hour and Location|VW_MP_MONITOR_HRLY_VALUE_CO2C|DATAVW|DATA|
2499|Valid_CO2_Mon_Sys_Record|Indicates that a Valid Monitoring System Id was reported in the CO2 Concentration record|Valid CO2 Mon Sys Record||BOOLEAN|OUTPUT|
2500|CO2_MHV_Null_Status|Indicates whether certain fields in the CO2 MonitorHourlyValueData record were reported correctly (always blank)|CO2 MHV Null Status||BOOLEAN|OUTPUT|
2501|SO2_MHV_Null_Status|Indicates whether the certain fields in the SO2 MonitorHourlyValueData record were reported correctly (always blank)|SO2 MHV Null Status||BOOLEAN|OUTPUT|
2502|NOX_MHV_Null_Status|Indicates whether the certain fields in the NOX MonitorHourlyValueData record were reported correctly (always blank)|NOX MHV Null Status||BOOLEAN|OUTPUT|
2503|FLOW_MHV_Null_Status|Indicates whether the certain fields in the FLOW MonitorHourlyValueData record were reported correctly (always blank)|FLOW MHV Null Status||BOOLEAN|OUTPUT|
2504|Stack_Flow_Adjusted_Value_Status|Indicates whether or not the adjusted values for FLOW satisfy a set of tests based on Method of Determination Codes|Stack Flow Adjusted Value Status||BOOLEAN|OUTPUT|
2505|Stack_Flow_Unadjusted_Value_Status|Indicates whether or not the unadjusted values for Flow satisfy a set of tests based on Method of Determination Codes|Stack Flow Unadjusted Value Status||BOOLEAN|OUTPUT|
2506|MPF_Status|Indicates whether or not there was an error in determining the MPF at this location.  |MPF Status||BOOLEAN|OUTPUT|
2507|FLOW_Maximum|The maximum allowable reported value for Stack Flow, as defined in the span or default table, as applicable.|FLOW Maximum||DECIMAL|OUTPUT|
2508|FLOX_Monitor_Default_Records_by_Hour_and_Location|The FLOX Monitor Default records by a specific hour and location.|FLOX Monitor Default Records by Hour and Location|VW_MP_MONITOR_DEFAULT|DATAVW|DATA|
2510|H2O_MHV_Null_Status|Indicates whether the certain fields in the H2O MonitorHourlyValueData record were reported correctly (always blank)|H2O MHV Null Status||BOOLEAN|OUTPUT|
2511|H2O_Monitor_System_ID_Matches_MODC|Indicates that the Cur Mon Sys Record system type code is compatible with the rules indicated by the MODC|H2O Monitor System ID Matches MODC||BOOLEAN|OUTPUT|
2512|H2O_Monitor_System_Records_for_Hour_and_Location|The H2O Monitor System records for a specific hour and location.|H2O Monitor System Records for Hour and Location|VW_MP_MONITOR_SYSTEM|DATAVW|DATA|
2513|H2O_DHV_Null_Status|Indicates whether the certain fields in the H2O DerivedHourlyValueData record were reported correctly (always blank)|H2O DHV Null Status||BOOLEAN|OUTPUT|
2515|H2O_DHV_Missing_Data_Period_Length|The number of consecutive hours that an MODC indicating data substitution has been reported in H2O DerivedHourlyValueData|H2O DHV Missing Data Period Length||INTEGER|OUTPUT|
2516|H2O_DHV_Missing_Data_Period_Status|Indicates whether the current H2O Derived hourly record indicates a missing data period with an inappropriate number of missing hours.      Boolean is set to true if the record is OK.  Boolean is set to false if there are not enough missing data hours to be consistent with the MODC for the record.|H2O DHV Missing Data Period Status ||BOOLEAN|OUTPUT|
2517|H2O_MHV_Missing_Data_Period_Length|The number of consecutive hours that an MODC indicating data substitution has been reported in H2O MonitorHourlyValueData|H2O MHV Missing Data Period Length||INTEGER|OUTPUT|
2518|H2O_MHV_Missing_Data_Period_Status|Indicates whether the current H2O Monitor hourly record indicates a missing data period with an inappropriate number of missing hours.      Boolean is set to true if the record is OK.  Boolean is set to false if there are not enough missing data hours to be consistent with the MODC for the record.|H2O MHV Missing Data Period Status ||BOOLEAN|OUTPUT|
2519|H2O_Max_Min_Status_MHV|Indicates whether or not there was an error in determining the Maximum or Minimum H2O at this location.|H2O Max Min Status MHV||BOOLEAN|OUTPUT|
2520|H2O_Max_Min_MHV|The maximum or minimum allowable reported value for H2O, as defined in the default table, as applicable.|H2O Max Min MHV||DECIMAL|OUTPUT|
2521|H2O_Missing_Data_Fuel|Message plugin for the Fuel Code (or NFS) used when using missing data.|H2O Missing Data Fuel||STRING|OUTPUT|
2522|H2O_Missing_Data_Parameter|Message plugin for the maximum or minimum H2O default value.|H2O Missing Data Parameter||STRING|OUTPUT|
2523|H2O_Missing_Data_Approach|Indicates if the maximum or minimum H2O value is used for missing data.|H2O Missing Data Approach||STRING|OUTPUT|
2526|O2_Wet_MHV_Null_Status|Indicates whether the certain fields in the O2C Wet MonitorHourlyValueData record were reported correctly (always blank)|O2 Wet MHV Null Status||BOOLEAN|OUTPUT|
2527|O2_Dry_MHV_Null_Status|Indicates whether the certain fields in the O2C Dry MonitorHourlyValueData record were reported correctly (always blank)|O2 Dry MHV Null Status||BOOLEAN|OUTPUT|
2528|O2_Wet_Monitor_System_Status|"Set to ""true"" once the System checks are done for the O2 Wet record"|O2 Wet Monitor System Status||BOOLEAN|OUTPUT|
2529|O2_Dry_Monitor_System_Status|"Set to ""true"" once the System checks are done for the O2 Dry record"|O2 Dry Monitor System Status||BOOLEAN|OUTPUT|
2530|O2_Dry_Mon_Sys_Record|The Monitor System record for the MonitoringSystemID in the O2 Dry record being evaluated.|O2 Dry Mon Sys Record||DATAROW|OUTPUT|
2531|O2_Wet_Mon_Sys_Record|The Monitor System record for the MonitoringSystemID in the O2 Wet record being evaluated.|O2 Wet Mon Sys Record||DATAROW|OUTPUT|
2532|O2_Wet_Monitor_System_ID_Matches_MODC|indicates whether or not the Monitor System ID reported in the O2C Wet MHV record is compatible with the Method of Determination reported by the same record|O2 Wet Monitor System ID Matches MODC||BOOLEAN|OUTPUT|
2533|O2_Dry_Monitor_System_ID_Matches_MODC|indicates whether or not the Monitor System ID reported in the O2C Dry MHV record is compatible with the Method of Determination reported by the same record|O2 Dry Monitor System ID Matches MODC||BOOLEAN|OUTPUT|
